Fon,French,polarity
un wá mɔ́ wé dó xó ɖé wú,je suis venu te demander conseil sur une affaire,1
ani é ká kplɔ́n we d'é wú,que t'a-t-il conseillé,0
toxóɖɔ́gbɛ́ é ɖo to ɔ mɛ lɛ́ ɖ'azɔ̀ wú ganjí,les conseillers qui sont dans le village travaillent bien,1
wè tɛ́ é ká ɖé xá wè,que t'a-t-il conseillé,0
é ɖé ɖèkpó nú wé à,t'a-t-il consenti un rabais,0
năwe élɔ yì mɛ ɖé gɔ́n bó yí ɖíɖá zĕkpeté,cet homme est allé chez quelqu'un et il en a subi les conséquences,0
kpɔ́n dó tɔ́ tɔ́n wú bó tín dó vì ɔ́,prends son père en considération pour ne rien dire à son enfant,-1
e jɔ̀ haya dín,il ne se considère pas comme supérieur,0
un mɔ ɛ̀ dó mɔ̀ mɛ ɖagbe,je le considère comme un homme de bien,1
nùsúnnú ɔ́ ɖá ɔ́ cí jlolò,la sauce qu'elle a préparée est sans consistance,-1
e jló na sè gbɔ ă ɖó vĭ tɔn lɛ sɔ́ ɖè ă,elle ne veut pas qu'on la console car ses enfants sont morts,-1
xa yɛhwe dó ná syɛ́nsyɛ́n nùɖíɖí tówé ná,prie pour consolider ta foi,1
wù kú mì,je suis consterné,-1
é nɔ́ yí adà gànjí ă,il est constipé,-1
xomɛ tɔn tɛ́,il est constipé,-1
daá gbá amlixɔ tobotobo ɖokpó dó gle tɔn ta,mon père a construit une case ronde dans son champ,1
é mlí kɔ́ bó mɛ̀ dŏ,il a fait des boules de terre pour construire le mur,1
gbɛtɔ́ ɖokpó sìxú gbá xɔ ɖokpó à,une seule personne peut-elle construire une maison,0
un gbá xɔ̀ n'í,je lui ai construit une case,1
yè mɛ́ xɔ̀ ɔ́ b'ɛ́ ɖo joò,ils ont construit la maison très haute,1
e kàn fá,il a consulté le fa,0
é kàn nŭ,il a consulté ce peut être le fá ou un autre procédé de divination,0
e kéjé nù kpɔ́n,il a consulté le fa,0
mì nà yí dó akàn ɖò akannɔ xwé,nous irons consulter chez le devin,0
yi kan fa,va consulter le fa,0
fí e hwenuxo ce fó ɖó énɛ́,c'est ici que mon conte prend fin,0
nɔnɔ nunamɛtɔ ɔ ɖo hwenuxo ɖagbe lɛ ɖɔ wɛ,la gentille grand-mère dit des contes merveilleux,1
yĕ ny'ahwan gugu wá jà nù é jɛ́ ɔ́ kpɔ́n gbé,ils sont venus en masse contempler ce qui s'est passé,0
nù jɛ̀ dó mɛ hwenu nɔ́ nyí tàn ă,un événement contemporain n'est pas un fait historique,0
ajagwe élɔ́ nɔ́ hɛ̀n lĭtlì wŏ,cette dame-jeanne contient dix litres,0
go élɔ́ hɛ̀n ahàn,cette bouteille contient de l'alcool,0
e vivi n'i ɖebu a,elle n'est pas du tout contente,-1
e víví nú mì,je suis content,1
maman wɛ e na vivi na,c'est maman qui sera contente,1
un hun xomɛ̀,je suis content,1
axɔ́ è nɔ sú mi ɔ́ ni kpé mi,contentez-vous de votre paie,0
vì élɔ́ nɔ́ ɖò xɛ́ xó wɛ ɖo gbɛmɛ̀,cet enfant remue continuellement,-1
bo nɔ̀ azɔ̀ wú,continue ton travail reste sur ton travail,1
e gbɛ́ kpo ɖò xó ɖɔ́ wɛ̀,il continue à parler,1
mì nà lɛ́ jɛ̀ azɔ̆ mìtɔ́n jí,nous allons continuer notre travail,1
xó é ɖɔ́ nú mí ɔ́ un n'ɛ́ flíjɛ̀ tɔ̀n ɖò tɛn tɔn mɛ̀,la parole qu'il m'a dite je lui en ai donné la réponse contraire sur le champ,0
e blá axɔ́sú tɔ́n gbé,il a comploté contre son roi,-1
é gblé xomɛ dó mì,il s'est fâché contre moi,-1
e j'adàn dó mì,il s'est emporté contre moi,-1
e jló mì có un bló ă,je l'ai fait à contre-coeur,-1
é sà bògbé ɖó yĕ,il a prononcé une incantation contre eux,-1
e sìxú xò fló go ɖò wŭ wè ă,il ne peut rien faire contre toi même pas prendre l'écorce,-1
mi blá sé dó wǔ cè,vous avez comploté contre moi,-1
xomɛ sin we à - ɛɛn un sin xomɛ dó we dín,es-tu fâché - oui je suis très fâché contre toi,-1
un dɔ̀n nù x'ɛ́,je l'ai contredit,-1
ðó agblo towe mɛ wɛ axɔsu ɖé na tɔ́n ɖè bo na kpé nukún dó togun ce wu,car de ta contrée sortira un chef qui sera pasteur de mon peuple,0
e ná zìndó mì,il m'a donné sa contribution,1
é nɔ́ ɖɔ xó wogbawogba,il parle sans contrôle,-1
e wá bà do nú azɔ̀ ɔ́,il est venu contrôler le travail,0
un na ɖɔ nu ɖɔ xo enɛ ɔ go gbigba wɛ bolo,je suis convaincu que ce bâtiment est en verre,0
e jɛ́ mɛ ă,ce n'est pas convenable,-1
azɔ̀ é wá mì ɖé ɔ́ ɖò yiyi wɛ̀ linsinlinsìn,le travail que nous faisons va convenablement,1
a nɔ sɔgbe xá mì,tu me conviens,1
e jɛ ɖɔ mi ni sɛn mawu,il convient que nous adorions dieu,1
e jɛ́ wè,cela te convient,1
é jɛ́ xá ɖɔ̀ e zùn mɛ tɔ́ ă,il ne convient pas d'insulter son père,-1
e kpé xá,cela convient,1
e yí mì,cela me convient,1
enɛ́ jɛ́ xá ă,cela ne convient pas,-1
e gbò jagé dó xó ɔ́ mɛ̀,il a fait un coq-à-l'âne dans la conversation,-1
nɔ ván kan dó vìvɔ́jɔ́ wú,pour cela poursuis les efforts de conversion,1
e jɛ̀ măwù'li jí,il s'est converti,0
e ɖŏ togbesɔ̀,on a convoqué à une réunion de village,1
nù zɔ́n jĭ tɔ̀n,il convulse,0
aloxágbɛ́ cé wɛ̀,c'est mon copain de ripaille,1
yĕ sò hă bó ɖɔ̀ sa ɖi wɛ̀,ils ont formé un groupe de copains et se promènent,1
é fìn calcul kpɔ́n,il a copié le calcul,0
lan ɔ́ dɛ̀ ă,la viande n'est pas coriace,-1
éyɛ́ lan ce ɖíè mi yí bó ɖù,ceci est mon corps prenez et mangez,0
wùtú cé bì zún gŏ,tout mon corps a des boutons,0
é mɔ̀ lanmɛ̀,il est corpulent,1
măwŭ gbɛnɔ ná jló bɔ̀ nù é lìn un ɖe ɔ́ ná jlɔ́,dieu créateur voudra et ce que je pense sera correct,1
e zán xógbé ɔ́ ganjí ă,il n'a pas employé correctement l'expression,-1
nùxíxó ɖíè,voici quelqu'un qui mériterait une correction,1
e húzú jijɔ tɔn à,est-ce qu'il s'est corrigé,0
mɛsi ɔ ɖo wema gege bo na blo,le maître a des cahiers à corriger,0
e dó nŭ amamŭ,il porte un costume de couleur verte,0
akpá dĕ,de ce côté-ci,0
atin ɔ ɖo xwe ɔ kpa,l'arbre est à côté de la maison,1
ɖo akpa,du côté de,0
é ɖò jĭ cè,il est de mon côté,0
e ɖo xɔ akpa,il est à côté de la case,0
é sɔ́ vì ɔ́ ɖ'ákpá,il a pris l'enfant au côté,0
mɔ̆to ɖo kpó fán wɛ̀,la voiture monte la côte,0
mɛ ɖo zan ɔ kpa,qui est à côté du lit,0
mɛ wɛ nyavi ɖe ɖo akpa tɔn ɔ,et qui est l'homme à côté d'elle,0
nusatɔ ɔ ɖo atinsinsɛn tɔn lɛ kpa,le marchand est à côté de ses fruits,1
mĭ ɖò xwé'kpá xwé'kpá,nos maisons sont côte à côte,1
wɛn ajajaxu,casser les côtes,-1
mì ná jɔ̀ agbadekún,nous cotiserons du maïs,1
un na yi kutɔnu,j'irai à cotonou,0
kɔ́ kú mɛ,le cou me fait mal,-1
awì ml'áyì ɔ́ é nɔ́ cí logwé ɖo kɔmɛ̀,lorsque le chat se couche il se met en boule par terre,0
e kpé xá mì,elle est venue coucher avec moi,0
é yi sɔ́ vì tɔ́n ml'áyĭ,elle est allée coucher son enfant,1
gbadanu ɔ hwenu ɖe hwezivɔ na yi lisaji ɔ a na xa so ɖaxo ɔ ji bo na byɔ tɔ ɔ mɛ,le soir lorsque le soleil se couchera à l'ouest tu dois monter sur le grand rocher et te précipiter dans le fleuve,0
hwè jὲ dò,le soleil s'est couché,1
hwenu ɖe hweyivɔ ɖo hɔ yi wɛ ɔ,lorsque le soleil fut sur le point de se coucher,1
jɔhɔn xá gbadé ɔ́,le vent a couché le maïs,-1
sun yi xɔ̀,la lune s'est couchée,0
un jlo na ml'ayi,je veux me coucher,0
un na yí ml'áyĭ,je vais me coucher,0
yi ml'ayi,va te coucher,0
đaá tɔ cokoto ɖoyaɖoya ɖokpó bó nɔ́ dó,le père a cousu un ample pantalon et le porte,0
e xɔ avɔ bo na tɔ cokoto kpɛvi,il a acheté du tissu pour coudre une culotte,1
un jlo na tɔ cokotovi ce,je veux coudre ma culotte,1
dazɛ́n ɔ́ kɔn sìn,la jarre a laissé couler de l'eau,0
dɛn ɖo sisa wɛ gbɔn nukun tɔn mɛ,la sueur coule sur son visage,0
e syɔ́ bó kú tɔ̀,il a coulé et s'est noyé,-1
hùn ɔ̀ syɔ́,la pirogue a coulé,-1
tɔ̀ ɔ́ ɖò sisa wɛ̀,la rivière coule,1
e dó awù amamŭ,il porte un costume de couleur verte,0
nɛ̆ sin tɔn ka cí,quelle en est la couleur,0
sinmɛ tɛnmɛ tɛnmɛ̀,couleurs de toutes sortes,0
da tu,tirer un coup de fusil,0
é cí te xawùn,il se leva d'un seul coup,0
é ɖúɖɔ́ alɔ mláwún,il a léché le doigt d'un seul coup,0
é mi làn kpétè,il a avalé la viande d'un seul coup,0
e nu gege,il a bu un coup de trop,-1
e s'áfɔ mì,il m'a donné un coup de pied,-1
fofó kɔn ta nú vĭ tɔ̀n kɔwùn,le papa a donné un coup de poing sur la tête de son fils,0
nyìbú ɔ́ sɛ́ hwɛ̌ ján,la vache a donné un coup de pied à jean,-1
yĕ bɔ̀ tú nyì yèɖéé mɛ̀,ils se sont entre-tués à coups de fusil,-1
e wɛ́ bló,c'est lui le coupable,0
tɔ́ cè é nyí a jlŏ hŭn dɔ̀n yakɔ́fu élɔ́ nyì zɔ nú mì,père si tu veux écarter de moi cette coupe,0
bɔ mi ka mi mɔ ɖɔ je mɛ ɖe ke mɛ bi ka nɔ gbo ă,cependant nous remarquons que des gens que ce n'est pas tout le monde qui coupe,0
bo nɔ kupe bo nɔ na,et on coupe et on donne,0
e dá kpɛn ɔ́ ɖó wè,il a coupé la papaye en deux,0
e ɖo gbehan ɔ sɛn wɛ,il coupe l'herbe,1
e na sɛn atin ɖaxo elɔ,on va couper ce grand arbre,0
é sín zogbodó n'í,on lui a coupé les cheveux en cercle,0
fofó sɛ́n nakí lɛ́ bì kpówún kpówún bó fɔ́ yí sɛ́ xwè,papa a coupé le bois en petits morceaux et les a rangés,1
gletanu lɛ yi abɔkun ɔ sin gbe,les paysans vont couper le mil,1
gyankpa xú mì,je me suis donné un coup de coupe-coupe,-1
kan ɔ́ gbò,la corde s'est coupée,-1
mi ɖo wɔ xuxu sɛn wɛ,on coupe du pain,1
nya towe ɔ́ adɔn tɔn gbo kɔ̀,ton homme la dispute lui a coupé le cou à une femme dont le mari éternel querelleur a perdu sa voix ou est devenu handicapé,-1
yĕ jà wɔ̀ flé ɖú gbé bó bá myɔ́ kpò,ils allaient couper la pâte pour la manger et ils ne trouvèrent pas de feu,0
kutɔnu ɔ kuran kukupe ɔ wa su kpɔ wun,cotonou il y a réellement beaucoup de coupures de courant,-1
ɖo kɔxo ɔ,dans la cour,0
nɔvi ce lɛ ɖo ayihun da wɛ ɖo kɔxota,mes petits frères jouent dans la cour,1
xwe ɔ sin kɔxota,la cour de la maison,0
a ɖo akɔnkpinkpan,tu as du courage,1
fún nukúnmɛ̀ d'ágà,prends courage se dit aux personnes dans le malheur,1
kú cɛ́,bon courage,1
kú d'àzɔ̆ ooo,bon courage merci,1
mi glá,courage,1
un ɖo akɔnkpikpan,j'ai du courage,1
glă,sois courageux,1
loɔ́ mi kpan'kɔ́n,mais soyez courageux,1
nya élɔ́ glá,cet homme est courageux,1
bill nɔ ɖɔ fransegbe glɛnsingbe kpodo italiɛn kpo ganji,bill parle français américain et italien couramment,1
e lílɛ́ j'àyĭ,il est tombé en courant,-1
sun élɔ́ mɛ̀,dans le courant de ce mois,0
un ko ɖɔ n'í,je l'ai mis au courant,1
e nɔ́ zɔ̀n tɔ́tɔ́,il marche courbé,-1
ama lɛ fɛ,les fleurs se courbent,0
e wɛ ta,il a courbé la tête,0
dŏ wezun bo yì,cours et va,0
e ɖò wezun jí,il court,0
é hɔ́n wá yí sù găn,il a couru se mettre sous la protection du chef,1
enɛ ɔ gudo un ɖɔ n'i ɖɔ n'i kan wezun bo un ɖɔ n'i ɖɔ n'i nɔ te bo nɔ te kpɔn mi,puis je lui ai dit de courir puis je lui ai demandé de s'arrêter et de m'attendre,0
ma kanwezun o,ne cours pas,0
wezun wɛ̀ un na kán à,vais-je me mettre à courir,0
agbò w'àdán bɔ̀ zò xá,le bélier qui est courroucé et qui a les cornes recourbées lu à l'entrée de la case adantɔ́-hŭnmɛ̀ à ouidah,0
xó é tíín ɔ́ un ko sè hézéhézé tɔ́n ɖò vì cé nu ă,l'affaire en cours je ne l'ai pas entendue clairement de la bouche de mon enfant,0
un ɖù gàn n'í ɖo wezun mɛ̀,je l'ai dominé à la course,1
xwle axi,faire les courses au marché,1
e kplɔ́ mì,je suis pris de court,0
xɔntɔn towe ɖo alɔ kpɛvi amɔ alɔ gaga,ton ami a de courtes jambes mais de longs bras,0
mɛ elɔ atagan ce sin vi ɖie,celui-là c'est mon oncle,0
un ze kɔɖonu do ta,je mets un coussin sous la tête,1
azinzɔnnɔ ɔ ɖo amaga sɛn wɛ kpodo jivi kpo,le malade coupe la mangue avec un couteau,1
gbɛtɔ sin jivi,couteau de l'homme,0
nu tɛ a blo nu jivi enɛ ɔ,qu'est-ce que tu as fait à ce couteau,0
degɔn kilo ɖokpo caki ɖokpo kpɔn tantɔn,un kilo de crevettes coûte mille huits cents francs,0
nabí wɛ̀ e nɔ xɔ́ yí,combien cela coûte-t-il,0
su mitɔn wɛ,c'est notre coutume,1
e nɔ hɛ̀n nù ɖĕbŭ yì mɛ ɖĕvo hɛ̀nnú mɛ̀ ă,principe de droit coutumier qui interdit aux femmes d'hériter,0
koklo asi ɔ bu azin ɖaxoɖaxo ɖe lɛ,la poule couve de gros oeufs,1
sɔ́ nusú ɔ́ ɖó nù ɔ́ nu,mets le couvercle sur le pot,0
yi sɔ́ agbàn ɖó távo jí,va mettre le couvert sur la table,0
a su wema ɔ,tu couvres le livre,1
bù wèmá dó è,couvre-le livre d'un papier,1
cyɔ́n avɔ̀,couvre-toi,1
dɛ̀n kpé wùtú tówé bĭ,tu es tout couvert de sueur,0
e cyɔn kpodo xɔgbagannu kpo,elle est couverte avec des tôles,0
ganxɔ wɛ̀ un gbá,c'est une case en tôle que j'ai couverte,1
gbe towe xlá,ta voix est couverte,-1
gbɛmɛ hɔ́n ă,le temps est couvert,-1
jĭ wŭ,le ciel s'est couvert de nuages,0
kɔ́ kpé wŭ cè,je suis couvert de terre,-1
nùsɛ́nɖòwŭ ɖò wùtú ce kpɔ́,j'ai le corps couvert de boutons,-1
e slɛ́ atán dó mì,il a craché sur moi,-1
yè nɔ̀ tún atán dó nukúnmɛ n'í,ils lui crachaient au visage,-1
e nɔ́ ɖi xɛsi nú mì,il me craint,0
eyɛ́ kɛ́ɖɛ́ jɛ́n un nɔ ɖi xɛsi ná,c'est lui seul que je crains,0
ma ɖi xɛsi ó,ne crains pas,1
eo vi ce ma ɖi xɛsi o,non mon enfant sois sans crainte,1
ma ɖi xɛsi o,sois sans crainte,1
yi kpowùn ma ɖi xɛsi ó,vas-y sans crainte,1
yɛ̀ dó gan afɔ cè,j'ai une crampe à la jambe,-1
yɛhwe dó gan afɔ cè,j'ai une crampe à la jambe,-1
vì élɔ́ ɔ́ nùɖégótegó wɛ̀,cet enfant est une crapule,-1
atín'lá wɛ́n,la branche a craqué,-1
e gɔ́ tún flá,c'est plein à craquer,-1
e blá kɔ́la bo ɖò kɔ̀ zyán wɛ̀,il a mis une cravate et il a fait l'important,-1
un ɖo nuwlan nu ɖo alɔ mɛ,j'ai un crayon à la main,0
é sú axɔ́ axɔ́tɔ́nɔ́ tɔ̀n,il a payé sa dette à son créancier,1
é sa kɛkέ tɔn axɔ́,il m'a vendu son vélo à crédit,0
éŏ é gló mì un sìxú s'àxɔ́ ă,non cela m'est impossible je ne puis vendre à crédit,0
un xɔ xwe enɛ ɔ axɔ,j'ai acheté cette maison à crédit,0
mawu blo jixwe kpodo ayikungban kpo,dieu a créé le ciel et la terre,1
măwŭ w'ɛ ɖó gbɛ̀ ɔ́,c'est dieu qui a créé le monde,1
e tlɛ́ xɔ ɔ́,il a crépi la case,1
azwui ɔ ɖo kun wɛ,le lapin creuse un terrier,0
e ɖo kɔmɛ kun wɛ,on creuse la terre,0
gbɛ mitɔn kun dotɔ lɛ ɖo gleta lɛ,notre association de volontaires creuse des puits dans les villages,1
tógwlé mɛ́ cé nɔ́ vɛ́,j'ai mal au creux de l'oreille,-1
mɔ̆tofɔ ce tɔ́n,j'ai crevé,0
kpɔn ɖe degɔn ce lɛ klo gbɔn ɔ,regarde comme mes crevettes sont grosses,1
é ɖò kú sú xó wɛ̀,il est en train de crier à la mort,-1
é sú xó dó ta nú mì,il a crié sur moi,-1
e ylɔ̆ vodún ɔ́ b'ɛ́ cyá ɖɔ zunmɛ̀,on a appelé le vodun et on a crié dans la forêt,0
vì élɔ́ nɔ́ d'áké dín,cet enfant crie trop,-1
kle ny'àhwàn wă,une nuée de criquets survint,-1
e xɛ́ nɛ́,ca y est voilà la crise qui reprend,-1
alɔ xixa,une main crochue,-1
lò ɔ́ mì gbɔ̀ gblĭgbɛ tɔ̀n,le crocodile avala le cabri d'un seul coup,0
a ɖì mɔ̆ à,le crois-tu,0
e ɖi ɖɔ kɔku na da asiba,il a cru que koku épousera asiba,0
etɛ wutu e na ɖi hun na,pourquoi y croire,0
mɛ e jló ná mɔ̀ gbɛ̀ kú gúdó ɔ́ ni ɖì nù nú mì,si quelqu'un veut vivre après la mort qu'il croit en lui,0
un ɖi,j'y crois,1
un ɖi ɖɔ̀ é ná wá,je crois qu'il viendra,1
un ɖi ɖɔ̀ é ná wá ă,je crois qu'il ne viendra pas,0
un vɛ dó a mɔ ɛ sín,je croyais que tu l'avais vu,0
é nɔ́ bló xáyóxáyó ɖò aɖu tá à é,est-ce que ça ne croque pas sous la dent,-1
ma gbà atínkɛ́n ɔ́ ɖú ó,ne croque pas ce comprimé,0
é và hànmì dó wŭ,il a mis le pied dans la crotte de cochon,-1
atá ɔ́ gbà ză,le beignet de haricot est croustillant,1
lan mu,viande crue,0
xɛvi ɖe lɛ nɔ ɖu hwevi mu,certains oiseaux mangent du poisson cru,0
yè kɛ́ nyì aklúzu jí,ils le crucifièrent,-1
tɔ́ ɔ́ ɖi sìn,le fleuve est en crue,-1
é wà dànù dó wùtú tɔ̀n,il a été cruel envers lui,-1
e tlú yovózɛn,il a cueilli des oranges vertes,0
maglelɛtɔ ɔ gba atinsinsɛn ɔ,le jardinier cueille le fruit,0
nu gbe ɔ mɛ nyɔ ɖɛkpɛ ɔ glesi ɔ nɔ kɛn atinsinsɛn,quand il fait beau le paysan cueille des fruits,1
un kɛ́n takín,j'ai cueilli du piment,1
na mi civi,donne-moi une cuillère,0
ayíkún bí ganjí é ɖò kpɔbiì,le haricot est bien cuit il est gonflé,1
ɖa lɛsin nu mí na ɖu,cuis-nous le riz pour manger,0
é ɖà gbadé fɛ́,elle a fait cuire du maïs frais,1
é nɔ ɖa dè bó nɔ́ xò,on fait cuire les noix de palme et on les écrase,1
lan ɔ bi,la viande est cuite,1
mama ce ɖo nuɖuɖu ɖa wɛ,ma mère fait cuire les aliments,1
teví élɔ́ xwí sìn,elle est bien cuite,1
wɔ̀ ɔ́ jɛ̀ mǔ bó ɖo kpannyaà,la pâte n'est pas cuite,-1
e nɔ sɔ́ ɖà nù ná,cela sert à faire la cuisine,0
un na ɖa nu egbe a,je ne fais pas la cuisine aujourd'hui,0
etɛ a ɖa,qu'est-ce que tu as cuisiné,0
eyɛ wɛ nyi nuɖatɔ mitɔn,c'est lui qui est notre cuisinier,0
nuɖatɔ na wa sɔ,mon cuisinier viendra demain,0
e nɔ jlɛ́ ke dó asá wú ă,on ne peut comparer la grosseur d'une hernie à celle d'une cuisse,-1
daágbó dó cokoto vuyavuya ɖé,grand papa a porté une culotte très ample,0
é nɔ́ lɛ glè,c'est un cultivateur,1
é lɛ̀ gbadé glè,il a cultivé un champ de maïs,1
e nɔ lɛ mɔlikun gle ɖo kutɔnu sin toxo ɔ mɛ,on cultive le riz dans la région de cotonou,1
un nɔ lɛ gle,je cultive les champs,1
un na mɔ bokɔnɔ,je vais chez le curé,0
jane nɔ ba nudo wɛ a,est-ce que jane est curieuse,0
enɛ́ wútú wɛ̀ hà nùkúnmɛ́ yí ɔ́ nɛ́,voilà pourquoi la face du cynocéphale est enfoncée fin d'un conte,0
mì kó bló ahàn ajagwe we sín kpasin ɖ'áyĭ,nous avons mis deux dames-jeannes de côté,0
adán gbó mì,je suis en danger,-1
nukúnmyá hwenu,au moment du danger,-1
aɖì tɔ́n syɛ́n,son venin est dangereux,-1
kúnú wɛ̀,c'est dangereux,-1
ablù do,on est dans l'obscurité,-1
afyɔn hu mì,je suis dans l'angoisse,-1
akábá xwè dan xwésín,akaba allait dans la maison de dan,0
alintín ɔ́ fɛ́n dó mì,le manche de la houe s'est brisée dans mes mains involontairement,-1
asi ce ɖo xwe gbe,ma femme est dans la maison,0
awii ɔ ɖo xwe gbe,le chat est dans la maison,0
azizɔnnɔ ɔ ɖo xwe tɔn gbe,le malade est dans sa maison,0
ɖo zogbɛn gbe,dans la lampe,0
e xwè aklɔ mɛ̀,il va dans l'au-delà,1
ganxixo nabí mɛ̀ a na fó azɔ̆ ɔ̀ ná,dans combien d'heures auras-tu fini le travail,0
mi na ɖu nu ɖo nuɖoxɔsa,nous mangerons dans le restaurant,1
un ná tò nù cé lɛ́ dó gbă mɛ̀,je vais mettre mes affaires dans la valise,1
wă mĭ yì agbasá cè,allons dans mon salon,0
hun ɖe ɖyɔ ɔ wefɔ tɔn nɔ ɖyɔ,quand le tam-tam change les pas de danse changent aussi,1
e ɖo we ɖu wɛ,il danse,1
é ɖù wè,il a dansé,1
mi na yi ɖu we,nous irons danser,1
nyɔ̀nú élɔ́ nylá we ɖú,cette femme ne sait pas danser,0
yi we n'i,danser avec lui,1
nabi mi ɖe egbe,quelle est la date aujourd'hui,0
mawu ni ná mĭ susu tɔn nukún e mɔ elɔ ni lɛ mɔ ɖevo,que dieu nous en donne davantage,1
agbomɛnu wɛ nu mi,je suis d'abomey,0
a na xa nu sin ɖokpo sɔ yi kanweko,tu comptes de un à cent,0
akpa tɛ́ jí wɛ lan nɔ fan ɖè,de quel côté entend-on des cris de bêtes,0
amavívɛ́ cé lɛ́ gbɛ ama ɖĕvo,mes légumes amers ont donné de nouvelles feuilles,1
é ɖò afú tá mí wɛ̀,il abuse de moi,-1
e gɔ̀n xwé,il s'est absenté de la maison,-1
é hwán wǔ dó mì,il est jaloux de moi,-1
e nyí nùɖé ă,de rien,1
mi go sin kutɔnu,vous venez de cotonou,0
to tɛ mɛ ye gosin,ils viennent de quel pays,0
un go sin glexwe,je viens de ouidah,0
un wa sín kɔ́vɛ̀,je viens de covè,0
vì ce ɖíè măwù wɛ́ jɔ́ ɛ̀,voici mon enfant c'est de dieu que je le tiens,1
é jɛ te sín hun mɛ̀,il débarqua,0
é ɖè hwɛn mi sín azɔ̀ ɔ́ kɔ̀n,il m'a débarrassé de ce travail,1
e ɖo zingidi ɖu wɛ kaka bo ku,elle mourut en se débattant,-1
nakí jɛ̀ aglăjà nɔ́ nyɔ́ zo dó ă,le bois non débité avec ses branches ne se met pas au feu,0
e gɔ́ tún flá,c'est plein à déborder,-1
mɔ̆to ɔ́ gɔ́ bó ɖò gédégédé,la voiture est remplie et déborde,-1
tɔ ɔ́ gba wù,le fleuve a débordé,-1
mɔto ɖokpo tɔn sin aɖisi mɛ,une voiture déboucha sur la droite,0
e ɖo te,il se tenait debout,0
e ló dŏ,il tient debout,0
mɛ lɛ́ ɖo coò,les gens sont nombreux et debout,0
nú afɔ ko kú í ɔ́ é ná yì,lorsqu'il sera fatigué de rester debout il s'en ira,0
sún lɛtlíki kan ɔ sín,débranche électricité,0
é fúɖá hú káxwɛ́,c'est plus léger qu'un débris de calebasse,0
é xò ajɔ̆lù,il a débroussé pour le travail de groupe,1
un xo zun ɖaxó,j'ai débroussé une grande brousse,1
kple ɔ sin bibɛ,le début de la réunion,0
un yi ɖò sun élɔ́ sín bìbɛ́ mɛ̀,j'y suis allé au début de ce mois,0
daà cé yí savà,mon père est décédé,-1
é nyí matíntɔ́,il est décédé,-1
woosun ɖo azan gban nukun ɖokpo,décembre a trente et un jours,0
